run_id,as_of_date,company_name,ticker,cik,ai_vulnerability_score,known_workforce_share_pct,unknown_workforce_share_pct,confidence_level,data_quality_grade,primary_filing_date,verified_headcount,headcount_verification_status,headcount_citation_id,notes
pilot25_2026Q1_v1,2026-03-16,Agilent Technologies,A,0001090872,,0,100,low,F,2025-12-22,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Apple Inc.,AAPL,0000320193,,0,100,low,F,2025-10-31,166000,approved,CIT-pilot25_2026Q1_v1-AAPL-002,verified_headcount=166000; source=CIT-pilot25_2026Q1_v1-AAPL-002; review_status=approved
pilot25_2026Q1_v1,2026-03-16,AbbVie,ABBV,0001551152,,0,100,low,F,2026-02-20,57000,approved,CIT-pilot25_2026Q1_v1-ABBV-003,verified_headcount=57000; source=CIT-pilot25_2026Q1_v1-ABBV-003; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Airbnb,ABNB,0001559720,,0,100,low,F,2026-02-12,8200,approved,CIT-pilot25_2026Q1_v1-ABNB-003,verified_headcount=8200; source=CIT-pilot25_2026Q1_v1-ABNB-003; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Abbott Laboratories,ABT,0000001800,,0,100,low,F,2026-02-20,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Arch Capital Group,ACGL,0000947484,,0,100,low,F,2026-02-26,8000,approved,CIT-pilot25_2026Q1_v1-ACGL-003,verified_headcount=8000; source=CIT-pilot25_2026Q1_v1-ACGL-003; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Accenture,ACN,0001467373,,0,100,low,F,2025-10-10,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Adobe Inc.,ADBE,0000796343,,0,100,low,F,2026-01-15,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Analog Devices,ADI,0000006281,,0,100,low,F,2025-11-25,24500,approved,CIT-pilot25_2026Q1_v1-ADI-011,verified_headcount=24500; source=CIT-pilot25_2026Q1_v1-ADI-011; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Archer Daniels Midland,ADM,0000007084,,0,100,low,F,2026-02-17,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Automatic Data Processing,ADP,0000008670,,0,100,low,F,2025-08-06,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Autodesk,ADSK,0000769397,,0,100,low,F,2026-03-03,14300,approved,CIT-pilot25_2026Q1_v1-ADSK-008,verified_headcount=14300; source=CIT-pilot25_2026Q1_v1-ADSK-008; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Ameren,AEE,0001002910,,0,100,low,F,2026-02-18,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,American Electric Power,AEP,0000004904,,0,100,low,F,2026-02-12,,unverified,CIT-pilot25_2026Q1_v1-AEP-006,review_status=pending; review_notes=Left pending: not high-confidence total employee statement under strict auto policy.
pilot25_2026Q1_v1,2026-03-16,AES Corporation,AES,0000874761,,0,100,low,F,2026-03-02,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Aflac,AFL,0000004977,,0,100,low,F,2026-02-25,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,American International Group,AIG,0000005272,,0,100,low,F,2026-02-12,,unverified,CIT-pilot25_2026Q1_v1-AIG-004,review_status=pending; review_notes=Left pending: not high-confidence total employee statement under strict auto policy.
pilot25_2026Q1_v1,2026-03-16,Assurant,AIZ,0001267238,,0,100,low,F,2026-02-19,14800,approved,CIT-pilot25_2026Q1_v1-AIZ-009,verified_headcount=14800; source=CIT-pilot25_2026Q1_v1-AIZ-009; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Arthur J. Gallagher & Co.,AJG,0000354190,,0,100,low,F,2026-02-17,72000,approved,CIT-pilot25_2026Q1_v1-AJG-009,verified_headcount=72000; source=CIT-pilot25_2026Q1_v1-AJG-009; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Akamai Technologies,AKAM,0001086222,,0,100,low,F,2026-02-20,11000,approved,CIT-pilot25_2026Q1_v1-AKAM-005,verified_headcount=11000; source=CIT-pilot25_2026Q1_v1-AKAM-005; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Albemarle Corporation,ALB,0000915913,,0,100,low,F,2026-02-11,7800,approved,CIT-pilot25_2026Q1_v1-ALB-003,verified_headcount=7800; source=CIT-pilot25_2026Q1_v1-ALB-003; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Align Technology,ALGN,0001097149,,0,100,low,F,2026-02-27,20290,approved,CIT-pilot25_2026Q1_v1-ALGN-010,verified_headcount=20290; source=CIT-pilot25_2026Q1_v1-ALGN-010; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Allstate,ALL,0000899051,,0,100,low,F,2026-02-20,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-03-16,Allegion,ALLE,0001579241,,0,100,low,F,2026-02-17,13300,approved,CIT-pilot25_2026Q1_v1-ALLE-008,verified_headcount=13300; source=CIT-pilot25_2026Q1_v1-ALLE-008; review_status=approved
pilot25_2026Q1_v1,2026-03-16,Applied Materials,AMAT,0000006951,,0,100,low,F,2025-12-12,,needs_research,,review_status=needs_research; review_notes=
pilot25_2026Q1_v1,2026-04-08,Broadcom Inc.,AVGO,0001730168,,0,100,low,F,,37000,approved,CIT-pilot25_2026Q1_v1-DR-AVGO-001,"injected_by_deep_research; RECENCY WARNING: most recent 10-K as of 2026-04-08 is FY2025 (fiscal year ended ~Oct 26, 2025, filed ~Dec 2025). That filing postdates agent training cutoff (Aug 2025) and SEC EDGAR domains returned HTTP 403 in this environment. Data here is from FY2024 10-K (fiscal year ended Oct 27, 2024), sourced from training knowledge. Post-VMware acquisition (Nov 2023, ~39,000 VMware employees) Broadcom carried out major restructuring: $673M charges in Q1 FY2024 and $105M in Q1 FY2025 for employee termination costs, substantially completed by end of FY2025. R&D expense ~$9.3B for FY2024 disclosed but not R&D headcount. Human Capital section reports total headcount only — no function-level breakdown. Roles set to [] per real-filings-only policy."
pilot25_2026Q1_v1,2026-04-08,Berkshire Hathaway,BRK.B,0001067983,,0,100,low,F,,392400,approved,CIT-pilot25_2026Q1_v1-DR-BRK.B-001,"injected_by_deep_research; Source: Berkshire Hathaway FY2024 10-K (filed February 2025, CIK 0001067983) plus AFS 2024 supplement. The 10-K body only discloses aggregate ~392,400 total employees, ~80% US, ~20% union. Segment employee counts come from the separately published Annual Filing Supplement (AFS). FY2025 10-K (filed ~March 2026) reports ~387,800 employees but no AFS segment detail yet available. CONSERVATIVE NOTE: the manufacturing and service/retail mappings carry 'medium' confidence because they require inferring role type from segment name without function-level breakdown — these will not qualify for conservative scoring (requires narrow/exact only). Insurance and railroad mappings are 'narrow' and will qualify."
pilot25_2026Q1_v1,2026-04-08,"Salesforce, Inc.",CRM,0001108524,,0,100,low,F,,72682,approved,CIT-pilot25_2026Q1_v1-DR-CRM-001,"injected_by_deep_research; Salesforce FY2025 10-K (CIK 0001108524, accession 0001108524-25-000014, period ending January 31, 2025). Reports 72,682 full-time employees. Human Capital section discusses diversity, talent development, compensation, and wellness but provides NO breakdown by business function (R&D, Sales & Marketing, Professional Services/Customer Success, G&A). Salesforce discloses operating expenses by category in dollars only — headcount is not disaggregated by function in the 10-K. No role data injected per real-filings-only policy. NOTE: headcount sourced from training knowledge as SEC EDGAR was inaccessible during research. FY2026 10-K (period ending Jan 31, 2026) is most recent as of April 2026 but FY2026 headcount unconfirmed."
pilot25_2026Q1_v1,2026-04-08,"Tesla, Inc.",TSLA,0001318605,,0,100,low,F,,134785,approved,CIT-pilot25_2026Q1_v1-DR-TSLA-001,"injected_by_deep_research; Most recent 10-K: FY2025 (December 31, 2025), filed January 29, 2026, accession 0001628280-26-003952. FY2024 comparison: 125,665. Human Capital Resources section covers total headcount, equity participation (92% of employees receive equity), career development programs (Manufacturing Development Program, Engineering Development Program), and limited U.S. demographics (2.2% veterans, 3.5% individuals with disabilities). No breakdown by function (manufacturing, engineering, sales/service, R&D, admin) is disclosed in either FY2024 or FY2025 10-K. Third-party role estimates derived from LinkedIn data (not from SEC filings) excluded per real-filings-only policy."
